,매장명,주소,Tel,일시
419,031-421-8097,평촌스마트스퀘어점,"경기도 안양시 동안구 시민대로 311, 110호/111호(관양동, 금강스마트빌딩) .",2023-11-16 16:36:09.441034
420,070-7761-0015,청주성모병원점,"충청북도 청주시 청원구 주성로 173-19, 청주성모병원 본관 주중동 589-5",2023-11-16 16:36:09.850319
421,031-655-0531,(하)안성휴게소점,경기도 안성시 원곡면 경부고속도로 365 안성휴게소(부산방향) .,2023-11-16 16:36:09.850319
422,042-528-2155,대전롯데점,"대전광역시 서구 용문로 41-80, 리베라 아이누리주상복합 101 .",2023-11-16 16:36:09.850319
423,031-826-0009,의정부시청점,"경기도 의정부시 시민로 57, 1층 동원빌딩",2023-11-16 16:36:09.850319
424,042-542-8080,대전관저점,"대전광역시 서구 관저중로64번길 26 1,2층 .",2023-11-16 16:36:09.850319
425,070-7766-4494,인천검단사거리점,인천 서구 검단로 465 .,2023-11-16 16:36:09.850319
426,063-221-3361,전주혁신도시점,전라북도 전주시 완산구 오공로 33 1~2층,2023-11-16 16:36:09.850319
427,041-574-0013,천안두정점,"충청남도 천안시 서북구 오성6길 52,세윤빌딩 1층  두정동 779",2023-11-16 16:36:09.850319
428,033-762-8129,(춘)치악휴게소점,강원도 원주시 신림면 다리실2길 32 0000,2023-11-16 16:36:09.851308
429,02-834-1000,대림역점,"서울특별시 영등포구 도림로 140 (대림동, 대림빌딩) .",2023-11-16 16:36:09.851308
430,031-651-1223,평택점,경기도 평택시 평택1로 11 .,2023-11-16 16:36:10.221579
431,043-534-8584,충북진천점,충청북도 진천군 진천읍 중앙북로 28 2층 .,2023-11-16 16:36:10.221579
432,032-567-1192,청라센터시아점,인천 서구 중봉대로 612번길 16 1층 연희동,2023-11-16 16:36:10.221579
433,031-998-7233,김포골드밸리점,"경기도 김포시 양촌읍 황금로109번길 27 1층, 동양프라자",2023-11-16 16:36:10.221579
434,02-584-9500,남부터미널점,"서울특별시 서초구 서초중앙로 52 (서초동, 영진빌딩) 서초동 1623-10",2023-11-16 16:36:10.221579
435,02-441-1121,고덕리앤파크점,"서울특별시 강동구 상일로 151 (고덕동) 고덕동 182, 1층",2023-11-16 16:36:10.221579
436,033-748-1188,원주중앙점,"강원도 원주시 중평길 4, 2~4층 .",2023-11-16 16:36:10.221579
437,063-275-3308,전주송천점,"전라북도 전주시 덕진구 송천로 1, 1-2블럭 2-112,113,136호 1층",2023-11-16 16:36:10.221579
438,063-291-8000,송천솔내점,"전라북도 전주시 덕진구 붓내3길 17 송천동 2가 244-10, 1층",2023-11-16 16:36:10.221579
439,02-538-8886,한티역점,"서울특별시 강남구 도곡로 414 (대치동, 삼성빌딩) .",2023-11-16 16:36:10.221579
440,033-652-2543,X-231025강릉항마리나점,강원도 강릉시 창해로14번길 51-20 .,2023-11-16 16:36:10.562730
441,062-434-0200,광주첨단점,광주광역시 광산구 첨단중앙로 136 1층,2023-11-16 16:36:10.562730
442,032-427-7935,간석역남부점,인천 남동구 석산로 11 .,2023-11-16 16:36:10.562730
443,02-363-1388,충정래미안점,"서울특별시 중구 중림로 21 (중림동, 더플레이스충정로) B204호",2023-11-16 16:36:10.562730
444,062-652-5505,광주풍암점,광주광역시 서구 풍금로38번길 11 .,2023-11-16 16:36:10.562730
445,02-827-0280,노량진역점,서울특별시 동작구 노량진로 157 (노량진동) 2층,2023-11-16 16:36:10.562730
446,043-266-2248,충북대점,충청북도 청주시 흥덕구 내수동로 53 1~2층 / 복대동 873-10,2023-11-16 16:36:10.562730
447,070-4162-5309,(하)군위휴게소점,경상북도 군위군 군위읍 경북대로 4082 춘천방향,2023-11-16 16:36:10.562730
448,02-488-5077,굽은다리역점,"서울특별시 강동구 양재대로 1591 , 1층 (천호동 31-2)",2023-11-16 16:36:10.562730
449,032-209-7979,송도IT점,"인천 연수구 송도과학로 32, 송도테크노파크IT센터 1층-A104호 .",2023-11-16 16:36:10.562730
450,054-554-1655,(하)문경휴게소점,경상북도 문경시 중부내륙고속도로 173 .,2023-11-16 16:36:10.976597
451,02-877-6070,서울대사거리점,"서울특별시 관악구 관악로 172, 2층 봉천동 857-4",2023-11-16 16:36:10.976597
452,02-2016-5400,도심공항점,"서울특별시 강남구 테헤란로87길 22 (삼성동, 한국도심공항터미널, 2층)   203호",2023-11-16 16:36:10.976597
453,02-720-6994,광화문LG점,"서울특별시 종로구 새문안로 58 (신문로2가, LG광화문빌딩) 1층, 지하1층",2023-11-16 16:36:10.976597
454,02-515-9915,청담점,서울특별시 강남구 학동로 517 (청담동) 1층,2023-11-16 16:36:10.976597
455,055-745-3303,진주교대점,경상남도 진주시 진양호로 348 .,2023-11-16 16:36:10.976597
456,02-588-4845,이수역점,"서울특별시 동작구 동작대로 83 (사당동, 헤라피스빌딩) B1~1층",2023-11-16 16:36:10.976597
457,02-581-4858,방배점,"서울특별시 서초구 남부순환로 2335 (방배동, 옥스포드빌딩) .",2023-11-16 16:36:10.976597
458,031-781-6254,분당서현점,"경기도 성남시 분당구 황새울로 315, 1층 104 (서현동, 대현빌딩) .",2023-11-16 16:36:10.976597
459,032-325-6766,부천중동점,"경기도 부천시 원미구 소향로 203, B동 109-110호  중동 1152-3 매트로펠리스 B동1층",2023-11-16 16:36:10.976597
460,02-3424-8484,테크노마트점,"서울특별시 광진구 광나루로56길 85 (구의동, 테크노-마트21) 9층,14호",2023-11-16 16:36:11.282810
461,031-392-5999,산본점,"경기도 군포시 번영로 505 1층 (산본동, 대우디오플러스)  ",2023-11-16 16:36:11.282810
462,062-223-0688,광주충장로점,광주광역시 동구 충장로안길 43 충장로1가 23,2023-11-16 16:36:11.282810
463,02-3431-1120,교통회관점,"서울특별시 송파구 올림픽로 319 (신천동, 새마을 교통회관) 1층",2023-11-16 16:36:11.282810
464,02-501-4142,역삼스타점,"서울특별시 강남구 테헤란로26길 12, 1층 (역삼동 736-56) 할리스",2023-11-16 16:36:11.282810
465,051-611-3021,부산경성대2호점,"부산광역시 남구 수영로 306, 3층 (대연동 72-1) 할리스",2023-11-16 16:36:11.282810
466,02-2064-0312,김포공항점,서울특별시 강서구 하늘길 112 김포공항 국내선청사 1층,2023-11-16 16:36:11.282810
467,02-761-7231,여의도하나투자점,서울특별시 영등포구  의사당대로 82 1층 할리스,2023-11-16 16:36:11.282810
468,051-701-5591,부산송정DI점,부산광역시 해운대구 송정광어골로 77 (송정동 443-5) 할리스,2023-11-16 16:36:11.282810
469,02-444-0542,광나루역점,"서울특별시 광진구 천호대로 808, 광장현대홈타운 제1202동 상가 1층 (광장동 580) 할리스",2023-11-16 16:36:11.282810
470,042-824-4931,대전도안DT점,"대전광역시 유성구 도안동로 488,1-3층 할리스",2023-11-16 16:36:11.588352
471,02-511-1473,세로수길점,서울특별시 강남구 강남대로152길 41 (신사동 536-6) 할리스,2023-11-16 16:36:11.588352
472,02-2062-1063,목동점,"서울특별시 양천구 목동서로 159-1 CBS 1,2층 CBS 1,2층 할리스",2023-11-16 16:36:11.588352
473,062-385-5122,광주아울렛점,광주광역시 서구  상무대로 633,2023-11-16 16:36:11.588352
474,052-256-0566,울산디자인거리점,울산광역시 남구 돋질로302번길 38 (삼산동 1575-22) 할리스,2023-11-16 16:36:11.588352
475,031-701-0680,분당율동공원점,경기도 성남시 분당구 문정로 140 (율동) 할리스,2023-11-16 16:36:11.588352
476,02-2631-3446,당산역점,서울특별시 영등포구 당산로 219 ,2023-11-16 16:36:11.588352
477,031-221-7895,수원권선행복점,경기도 수원시 권선구  권광로 119 (권선동) 1층 할리스,2023-11-16 16:36:11.588352
478,051-552-2990,부산동래역점,"부산광역시 동래구 삼성대길 34-25, 1~3층 (명륜동 502-4) 할리스",2023-11-16 16:36:11.588352
479,02-388-3977,연신내점,"서울특별시 은평구 연서로 212, (대조동 199-28) 할리스",2023-11-16 16:36:11.588352
480,02-2144-0888,잠실광고회관점,"서울특별시 송파구 올림픽로35길 137, 한국방송문화회관 1층 (신천동 7-11) 할리스",2023-11-16 16:36:11.900264
481,055-261-5955,창원상남점,경상남도 창원시 성산구 마디미로31번길 3 (상남동 상남동 18-9) 할리스,2023-11-16 16:36:11.900264
482,02-422-4915,배명사거리점,"서울특별시 송파구 백제고분로 275, 1층 (석촌동 14-7) 할리스",2023-11-16 16:36:11.900264
483,02-877-7186,서울대예술문화점,서울특별시 관악구 관악로 1 서울대예술복합계연구동 1층,2023-11-16 16:36:11.900264
484,02-935-8231,노원문화의거리점,서울특별시 노원구 노해로81길 22-26 할리스,2023-11-16 16:36:11.900264
485,051-746-1463,부산해운대점,"부산광역시 해운대구 해운대해변로 277, 다옴빌딩 1~2층 (중1동 1412-7) 할리스",2023-11-16 16:36:11.900264
486,02-6204-3311,도곡점,"서울특별시 강남구 논현로28길 54, 덕원빌딩 1층 (도곡동 422-2) 할리스",2023-11-16 16:36:11.900264
487,02-747-0348,대명거리점,서울특별시 종로구 대명길 6 2~4층 할리스,2023-11-16 16:36:11.900264
488,051-611-6893,부산경성대점,"부산광역시 남구 용소로 7, 청라빌딩 2~3층 (대연동 56-8) 할리스",2023-11-16 16:36:11.900264
489,032-831-0337,인천한옥마을점,"인천광역시 연수구 테크노파크로 180, 다동 지상1층(송도동) ",2023-11-16 16:36:11.900264
490,02-555-0890,강남역점,"서울특별시 강남구 강남대로 402, 시계탑빌딩 B1~1층 (역삼동 820-11)  할리스",2023-11-16 16:36:12.206092
491,042-489-7990,대전둔산청솔점,대전광역시 서구 둔산로 223 제상가 2동 할리스,2023-11-16 16:36:12.206092
492,031-302-2601,수원권선점,경기도 수원시 권선구  권선로 667 (권선동) 1층 할리스,2023-11-16 16:36:12.206092
493,02-6362-7990,용산더프라임점,서울특별시 용산구 원효로90길 11 더프라임타워 업무동 1층,2023-11-16 16:36:12.206092
494,055-251-5698,마산터미널점,"경상남도 창원시 마산회원구 합성옛길 159, 마산시외버스터미널 1층(합성동 267) 할리스",2023-11-16 16:36:12.206092
495,02-720-5582,세종로점,"서울특별시 종로구 세종대로 161, 2~3층 (세종로 200) 할리스",2023-11-16 16:36:12.206092
496,070-4706-0293,광장점,"서울특별시 광진구 광나루로620, 이진빌딩 1층 (구의동 199-2) 할리스",2023-11-16 16:36:12.206092
497,031-257-3313,수원역점,경기도 수원시 팔달구 향교로 6 (매산로1가),2023-11-16 16:36:12.206092
498,070-4733-4828,종로코리안리빌딩점,서울특별시 종로구 종로5길 68 코리안리빌딩 1층 할리스,2023-11-16 16:36:12.206092
499,031-725-1004,성남터미널점,"경기도 성남시 분당구  성남대로925번길 16 (야탑동, 분당종합터미널) 1층 할리스 ",2023-11-16 16:36:12.206092
500,02-6204-1234,합정역점,서울특별시 마포구 양화로 36 (합정동 374-1) 할리스,2023-11-16 16:36:12.511238
501,051-731-3410,부산달맞이점,"부산광역시 해운대구 달맞이길 199, 2~3층 (중동 1488-14) 할리스",2023-11-16 16:36:12.511238
502,02-877-0019,신림점,서울특별시 관악구 신림로 353-1,2023-11-16 16:36:12.511238
503,02-755-7795,태평로점,"서울특별시 중구 세종대로 64, 해남빌딩 1층 (태평로2가 70-5) 할리스",2023-11-16 16:36:12.511238
504,02-393-2004,신촌점,서울특별시 서대문구 연세로 34 (창천동 31-12)  할리스,2023-11-16 16:36:12.511238
